Tender_ID,Tender_Title,Department,Procurement_Category,Location,Tender_Date,Closing_Date,Estimated_Cost_INR,Contract_Value_INR,Winning_Vendor_ID,Winning_Vendor,Number_of_Bidders,Bid_Amounts_INR,Contract_Duration_Days,Procurement_Method,Other_Bidder_1_ID,Other_Bidder_2_ID,Contract_to_Estimate_Ratio,Bid_Spread_Percent,Payment_Amount_INR,Contract_Status,Investigation_Case_ID,Seed_Investigation_Pattern,Seed_Case_Reason
T-5083,Water Infrastructure Procurement - Mangaluru Zone,Municipal Administration,Water Infrastructure,Mangaluru,2024-09-19,2024-11-02,4846526.29,4561808.91,V-1003,Vendor A4,7,4433362.44|4478968.28|4486811.88|4490447.68|4878697.17|4900539.54|5086929.39,548,Limited Tender,,,0.941,14.742,3792437.9,Completed,,,
T-5084,Water Infrastructure Procurement - Shivamogga Zone,Municipal Administration,Water Infrastructure,Shivamogga,2026-01-10,2026-01-20,7551703.04,6817402.34,V-1054,Vendor C3,6,6674485.55|6852581.03|7037905.12|7274032.96|7372492.3|7793795.27,42,Open Tender,,,0.903,16.77,6775625.14,Completed,,,
T-5085,Vehicle Maintenance Procurement - Hubballi Zone,Health Department,Vehicle Maintenance,Hubballi,2025-11-23,2025-12-20,694587.68,635032.44,V-1059,Vendor C8,6,628907.44|631968.91|648191.9|680603.39|700990.41|731353.65,256,Open Tender,,,0.914,16.29,501748.9,Active,,,
T-5086,Vehicle Maintenance Procurement - Dharwad Zone,Transport Department,Vehicle Maintenance,Dharwad,2025-07-07,2025-08-06,1403558.78,1269302.39,V-1104,Vendor E1,7,1256582.84|1263806.3|1313553.53|1420034.36|1462194.82|1496283.18|1499795.51,313,e-Procurement,,,0.904,19.355,762720.75,Completed,,,
T-5087,Electrical Equipment Procurement - Dharwad Zone,Health Department,Electrical Equipment,Dharwad,2024-07-18,2024-07-28,2691258.16,2398846.31,V-1086,Vendor D9,6,2390737.69|2449135.89|2644011.47|2647341.14|2734440.89|2765232.11,650,e-Procurement,,,0.891,15.664,2213470.91,Completed,,,
T-5088,Electrical Equipment Procurement - Bengaluru Zone,Education Department,Electrical Equipment,Bengaluru,2025-10-06,2025-11-16,576840.85,532678.81,V-1030,Vendor B5,7,518971.67|527706.62|528985.62|541830.71|547964.57|583921.06|596990.3,549,Open Tender,,,0.923,15.033,353343.97,Active,,,
T-5089,Office Supplies Procurement - Bengaluru Zone,Municipal Administration,Office Supplies,Bengaluru,2024-08-10,2024-09-09,480632.88,443530.95,V-1072,Vendor C21,8,426989.57|434625.4|442728.95|459671.49|473933.07|482076.03|484853.25|497419.83,705,Open Tender,,,0.923,16.495,399082.92,Active,,,
T-5090,Medical Supplies Procurement - Dharwad Zone,Energy Department,Medical Supplies,Dharwad,2026-02-19,2026-03-22,4172203.44,3765679.32,V-1031,Vendor B6,8,3708033.81|3750820.66|3764001.7|3802244.51|3985282.79|4130558.13|4170978.13|4185971.48,443,Request for Proposal,,,0.903,12.889,3692994.91,Payment Pending,,,
T-5091,Electrical Equipment Procurement - Mangaluru Zone,Transport Department,Electrical Equipment,Mangaluru,2025-11-16,2025-12-17,1129308.9,1058220.87,V-1038,Vendor B13,9,1050763.44|1097810.11|1141993.72|1158330.04|1164326.95|1169161.64|1183967.13|1184987.07|1201342.22,691,Request for Proposal,,,0.937,14.33,913835.08,Completed,,,
T-5092,School Infrastructure Procurement - Mysuru Zone,Municipal Administration,School Infrastructure,Mysuru,2026-02-08,2026-03-22,5606383.0,5257314.22,V-1026,Vendor B1,5,5102566.63|5317523.8|5397171.23|5481241.95|6015794.44,725,e-Procurement,,,0.938,17.897,4301605.85,Completed,,,
T-5093,IT Equipment Procurement - Shivamogga Zone,Municipal Administration,IT Equipment,Shivamogga,2025-02-16,2025-03-02,2733982.21,2434796.62,V-1024,Vendor A25,4,2411006.84|2493430.95|2658282.33|2822082.89,544,Request for Proposal,,,0.891,17.05,1843564.16,Active,,,
T-5094,IT Equipment Procurement - Kalaburagi Zone,Energy Department,IT Equipment,Kalaburagi,2026-05-15,2026-06-15,2885376.2,2730643.27,V-1045,Vendor B20,3,2647635.47|2744214.69|2894601.01,263,e-Procurement,,,0.946,9.328,1949636.81,Completed,,,
T-5095,School Infrastructure Procurement - Bengaluru Zone,Municipal Administration,School Infrastructure,Bengaluru,2026-08-31,2026-09-13,2027201.53,1862780.36,V-1114,Vendor E11,4,1834501.45|1974623.65|1987488.74|2125306.07,49,e-Procurement,,,0.919,15.852,1320435.84,Completed,,,
T-5096,IT Equipment Procurement - Kalaburagi Zone,Municipal Administration,IT Equipment,Kalaburagi,2026-03-15,2026-03-28,2012949.34,1839205.77,V-1044,Vendor B19,5,1797504.82|1808832.51|1965030.24|2008199.7|2029989.17,565,e-Procurement,,,0.914,12.934,1538252.33,Active,,,
T-5097,IT Equipment Procurement - Mangaluru Zone,Health Department,IT Equipment,Mangaluru,2026-03-27,2026-05-08,1448461.81,1334656.21,V-1023,Vendor A24,7,1317362.26|1371472.68|1402168.68|1424495.28|1479656.15|1502025.05|1503102.12,175,Open Tender,,,0.921,14.099,1185272.01,Completed,,,
T-5098,IT Equipment Procurement - Tumakuru Zone,Public Works Department,IT Equipment,Tumakuru,2024-04-27,2024-06-05,1423314.03,1335970.48,V-1003,Vendor A4,11,1299569.43|1303258.2|1310284.78|1393756.46|1413507.39|1447769.78|1463162.95|1465221.97|1523035.04|1531385.33|1534653.18,283,Limited Tender,,,0.939,18.089,1142699.21,Completed,,,
T-5099,Road Infrastructure Procurement - Mangaluru Zone,Municipal Administration,Road Infrastructure,Mangaluru,2026-01-26,2026-02-10,5804101.05,5426485.3,V-1063,Vendor C12,3,5323639.21|5639481.53|6039333.5,631,Open Tender,,,0.935,13.444,3469068.19,Active,,,
T-5100,Office Supplies Procurement - Mysuru Zone,Rural Development Department,Office Supplies,Mysuru,2026-07-19,2026-08-18,1745459.11,1698659.9,V-1069,Vendor C18,4,1681841.49|1683020.55|1684368.04|1685547.1,437,Open Tender,,,0.973,0.22,1311865.24,Completed,CASE-004,Bid Clustering,Multiple bids are unusually close to one another compared with the normal bid spread.
T-5101,Water Infrastructure Procurement - Shivamogga Zone,Municipal Administration,Water Infrastructure,Shivamogga,2024-06-11,2024-07-10,9769263.48,9507330.23,V-1009,Vendor A10,4,9413198.25|9419797.39|9427339.26|9433938.4,279,Limited Tender,,,0.973,0.22,8615904.24,Completed,CASE-004,Bid Clustering,Multiple bids are unusually close to one another compared with the normal bid spread.
T-5102,School Infrastructure Procurement - Mysuru Zone,Water Resources Department,School Infrastructure,Mysuru,2026-07-17,2026-08-16,4101034.11,3991077.29,V-1014,Vendor A15,4,3951561.67|3954331.92|3957497.92|3960268.16,111,Open Tender,,,0.973,0.22,3049449.79,Active,CASE-004,Bid Clustering,Multiple bids are unusually close to one another compared with the normal bid spread.
T-5103,Medical Supplies Procurement - Hubballi Zone,Rural Development Department,Medical Supplies,Hubballi,2024-10-31,2024-11-26,2326402.67,2264027.22,V-1011,Vendor A12,4,2241611.11|2243182.59|2244978.58|2246550.06,693,Open Tender,,,0.973,0.22,1791933.34,Completed,CASE-004,Bid Clustering,Multiple bids are unusually close to one another compared with the normal bid spread.
T-5104,School Infrastructure Procurement - Kalaburagi Zone,Health Department,School Infrastructure,Kalaburagi,2024-02-12,2024-03-02,4958584.18,4542271.32,V-1016,Vendor A17,6,4503346.11|4587827.92|4788634.21|4971377.49|5022240.41|5203457.64,127,e-Procurement,,,0.916,15.546,4074468.35,Active,,,
T-5105,Vehicle Maintenance Procurement - Shivamogga Zone,Education Department,Vehicle Maintenance,Shivamogga,2024-03-26,2024-04-24,2017363.76,1814825.01,V-1037,Vendor B12,5,1796243.18|1856524.91|1960570.89|2092521.94|2100642.0,183,Open Tender,,,0.9,16.946,1538190.12,Completed,,,
T-5106,School Infrastructure Procurement - Dharwad Zone,Municipal Administration,School Infrastructure,Dharwad,2025-10-16,2025-10-28,5375066.77,5012178.92,V-1085,Vendor D8,6,4903802.22|5004717.52|5329895.51|5332262.17|5537103.01|5747707.2,73,Limited Tender,,,0.932,17.209,3679967.9,Active,,,
T-5107,IT Equipment Procurement - Dharwad Zone,Transport Department,IT Equipment,Dharwad,2025-11-09,2025-11-27,4425594.18,4026891.03,V-1049,Vendor B24,8,3977200.03|3977756.01|4059795.19|4067660.33|4139206.63|4210219.08|4284924.15|4564984.36,588,Open Tender,,,0.91,14.779,3837368.3,Active,,,
T-5108,Electrical Equipment Procurement - Mysuru Zone,Municipal Administration,Electrical Equipment,Mysuru,2025-07-07,2025-08-18,6681671.63,6531633.56,V-1001,Vendor A2,2,6303170.54|7025349.1,249,Open Tender,,,0.978,11.457,4070221.29,Completed,,,
T-5109,Electrical Equipment Procurement - Hubballi Zone,Energy Department,Electrical Equipment,Hubballi,2026-07-16,2026-08-24,1301008.77,1181255.73,V-1003,Vendor A4,8,1175498.89|1228065.59|1271178.98|1337366.85|1352683.09|1367847.82|1396699.5|1402075.29,298,Open Tender,,,0.908,19.275,1178872.43,Completed,,,
T-5110,Water Infrastructure Procurement - Kalaburagi Zone,Transport Department,Water Infrastructure,Kalaburagi,2026-01-04,2026-01-19,3734833.58,3460824.93,V-1068,Vendor C17,7,3345967.63|3426644.04|3680603.52|3704772.42|3823986.77|3833057.08|3951646.69,240,e-Procurement,,,0.927,18.102,2088551.3,Payment Pending,,,
T-5111,IT Equipment Procurement - Mysuru Zone,Public Works Department,IT Equipment,Mysuru,2026-07-31,2026-08-27,1204332.71,1099140.47,V-1087,Vendor D10,9,1084052.99|1094009.09|1101666.14|1117590.44|1140553.19|1178852.03|1231313.14|1258763.3|1259310.32,343,e-Procurement,,,0.913,16.167,611921.71,Completed,,,
T-5112,Electrical Equipment Procurement - Dharwad Zone,Rural Development Department,Electrical Equipment,Dharwad,2024-09-29,2024-10-11,2078807.89,1836260.2,V-1014,Vendor A15,10,1830937.96|1842287.61|1873564.58|1898838.01|1934943.94|1960282.41|2101792.19|2112762.92|2136721.29|2241679.42,545,e-Procurement,,,0.883,22.433,1745380.94,Active,,,
T-5113,Water Infrastructure Procurement - Hubballi Zone,Rural Development Department,Water Infrastructure,Hubballi,2024-08-14,2024-09-06,4549555.7,4177998.93,V-1115,Vendor E12,10,4104599.57|4240446.93|4513560.19|4608686.19|4613915.82|4700659.89|4721026.04|4796327.68|4829075.88|4857383.03,641,Open Tender,,,0.918,18.34,2758436.38,Completed,,,
T-5114,IT Equipment Procurement - Mangaluru Zone,Municipal Administration,IT Equipment,Mangaluru,2025-06-25,2025-07-13,2369177.98,2174031.0,V-1112,Vendor E9,10,2093408.77|2104789.41|2217568.28|2223340.03|2435469.54|2442130.61|2466270.11|2491589.47|2516431.95|2519893.98,665,e-Procurement,,,0.918,20.373,1909592.37,Completed,,,
T-5115,IT Equipment Procurement - Udupi Zone,Transport Department,IT Equipment,Udupi,2025-02-01,2025-02-24,2028068.58,1811010.63,V-1035,Vendor B10,6,1789731.6|1823856.06|1882815.81|1906897.67|1974839.07|2027402.35,251,Limited Tender,,,0.893,13.28,1656996.71,Active,,,
T-5116,School Infrastructure Procurement - Belagavi Zone,Education Department,School Infrastructure,Belagavi,2025-05-28,2025-07-09,7589354.73,7123807.75,V-1040,Vendor B15,11,7061602.01|7085082.6|7111666.08|7330075.95|7485102.07|7548902.48|7629086.78|7678643.6|7876476.49|7950839.01|8179849.58,230,Request for Proposal,,,0.939,15.836,6671758.52,Completed,,,
T-5117,IT Equipment Procurement - Bengaluru Zone,Transport Department,IT Equipment,Bengaluru,2025-04-26,2025-06-03,2774749.91,2531700.95,V-1044,Vendor B19,9,2487400.73|2518098.74|2533249.37|2536444.35|2630915.59|2699517.14|2827165.19|2947159.87|2967932.62,208,Open Tender,,,0.912,19.319,2522124.55,Completed,,,
T-5118,School Infrastructure Procurement - Udupi Zone,Rural Development Department,School Infrastructure,Udupi,2025-02-09,2025-03-07,2749112.28,2483232.94,V-1090,Vendor D13,4,2458218.93|2697575.26|2767863.44|2828063.44,602,Limited Tender,,,0.903,15.045,1694354.21,Completed,,,
T-5119,IT Equipment Procurement - Belagavi Zone,Health Department,IT Equipment,Belagavi,2025-04-11,2025-05-03,2214847.8,2188018.05,V-1039,Vendor B14,2,2147280.83|2157148.25,78,Open Tender,,,0.988,0.46,1902721.29,Payment Pending,,,
T-5120,Electrical Equipment Procurement - Udupi Zone,Municipal Administration,Electrical Equipment,Udupi,2026-06-10,2026-06-28,1855255.12,1844249.84,V-1116,Vendor E13,2,1822850.39|1844883.74,373,Open Tender,,,0.994,1.209,1110109.19,Active,,,
T-5121,Road Infrastructure Procurement - Belagavi Zone,Public Works Department,Road Infrastructure,Belagavi,2026-02-27,2026-03-19,8468816.9,7516270.94,V-1040,Vendor B15,2,7502809.82|8596560.89,362,Request for Proposal,,,0.888,14.578,5509909.0,Completed,,,
T-5122,Road Infrastructure Procurement - Belagavi Zone,Water Resources Department,Road Infrastructure,Belagavi,2025-09-11,2025-10-13,11001036.02,9930880.73,V-1060,Vendor C9,7,9684355.26|10361595.78|11018429.13|11251931.47|11487718.08|11493421.24|11782242.72,699,Open Tender,,,0.903,21.663,9251481.99,Completed,,,
T-5123,Road Infrastructure Procurement - Udupi Zone,Rural Development Department,Road Infrastructure,Udupi,2026-04-29,2026-05-28,12549595.14,11537565.52,V-1032,Vendor B7,3,11347406.68|11969936.93|12188760.42,142,Open Tender,,,0.919,7.415,8254506.49,Completed,,,
T-5124,IT Equipment Procurement - Tumakuru Zone,Health Department,IT Equipment,Tumakuru,2026-07-23,2026-08-29,6662093.72,6090805.58,V-1073,Vendor C22,4,5876141.45|6344871.45|6653647.23|6710188.76,113,e-Procurement,,,0.914,14.194,4970054.24,Completed,,,
T-5125,Medical Supplies Procurement - Dharwad Zone,Water Resources Department,Medical Supplies,Dharwad,2025-01-21,2025-02-24,959576.97,868061.49,V-1080,Vendor D3,7,860623.93|921072.74|930569.55|946621.28|977786.36|999499.71|1019096.58,308,e-Procurement,,,0.905,18.414,674221.67,Payment Pending,,,
T-5126,School Infrastructure Procurement - Hubballi Zone,Municipal Administration,School Infrastructure,Hubballi,2025-03-13,2025-04-23,3823973.76,3621313.96,V-1044,Vendor B19,9,3575706.98|3599363.86|3694712.14|3706516.21|3968508.62|3975694.0|3994081.22|4020956.08|4066134.73,147,e-Procurement,,,0.947,13.716,3044359.66,Completed,,,
T-5127,Electrical Equipment Procurement - Shivamogga Zone,Public Works Department,Electrical Equipment,Shivamogga,2024-10-16,2024-11-04,1913946.15,1724536.81,V-1067,Vendor C16,3,1701413.32|1975922.34|2046637.91,473,Open Tender,,,0.901,20.29,1703501.73,Payment Pending,,,
T-5128,IT Equipment Procurement - Bengaluru Zone,Education Department,IT Equipment,Bengaluru,2026-05-30,2026-07-05,4250170.63,3856512.94,V-1033,Vendor B8,11,3824560.41|3829624.05|3855575.48|3882411.64|3934371.69|4192294.11|4215904.43|4233358.24|4455643.74|4566404.79|4571017.81,263,Open Tender,,,0.907,19.517,2217807.27,Completed,,,
T-5129,IT Equipment Procurement - Hubballi Zone,Municipal Administration,IT Equipment,Hubballi,2025-06-25,2025-07-21,2564217.82,2445416.62,V-1036,Vendor B11,6,2417527.5|2565727.06|2680483.23|2712123.79|2746748.51|2761156.5,138,Request for Proposal,,,0.954,14.214,1976587.91,Payment Pending,,,
T-5130,School Infrastructure Procurement - Hubballi Zone,Municipal Administration,School Infrastructure,Hubballi,2024-06-13,2024-07-26,19147761.91,20116035.17,V-1108,Vendor E5,2,19767773.38|20042536.67,445,e-Procurement,,,1.051,1.39,18876142.12,Completed,,,
T-5131,Road Infrastructure Procurement - Hubballi Zone,Health Department,Road Infrastructure,Hubballi,2026-07-30,2026-08-26,4333452.61,4090473.87,V-1010,Vendor A11,8,3934078.76|4114420.01|4161656.17|4198286.8|4237161.41|4296799.25|4316524.06|4356189.64,133,Open Tender,,,0.944,10.73,3135848.16,Completed,,,
T-5132,Medical Supplies Procurement - Mangaluru Zone,Energy Department,Medical Supplies,Mangaluru,2024-06-13,2024-07-03,1228948.7,1143397.84,V-1004,Vendor A5,8,1137453.4|1198359.19|1212575.82|1214944.73|1258970.25|1295304.35|1305009.47|1318423.26,516,Open Tender,,,0.93,15.91,669273.33,Active,,,
T-5133,Electrical Equipment Procurement - Udupi Zone,Public Works Department,Electrical Equipment,Udupi,2026-07-25,2026-08-14,2054263.88,1882528.78,V-1047,Vendor B22,4,1846237.78|1932013.6|2009863.47|2117790.43,446,Limited Tender,,,0.916,14.708,1510244.99,Completed,,,
T-5134,Office Supplies Procurement - Tumakuru Zone,Rural Development Department,Office Supplies,Tumakuru,2025-05-13,2025-06-08,1251266.58,1214974.28,V-1077,Vendor C26,7,1212090.88|1215224.91|1220356.14|1249116.09|1251796.36|1302966.25|1350397.66,366,e-Procurement,,,0.971,11.411,849793.41,Active,,,
T-5135,Electrical Equipment Procurement - Mangaluru Zone,Energy Department,Electrical Equipment,Mangaluru,2025-07-28,2025-08-18,2042281.33,1856337.23,V-1012,Vendor A13,9,1809685.69|1887372.45|2012556.41|2055574.17|2097026.63|2108694.84|2153401.18|2176768.58|2194036.33,223,Open Tender,,,0.909,21.239,1150416.37,Completed,,,
T-5136,Electrical Equipment Procurement - Tumakuru Zone,Education Department,Electrical Equipment,Tumakuru,2026-01-03,2026-01-13,3716105.22,3377797.54,V-1070,Vendor C19,8,3271895.04|3274383.54|3302994.67|3321476.8|3524192.47|3740561.9|3881045.76|3966638.36,705,e-Procurement,,,0.909,21.234,3148328.66,Completed,,,
T-5137,Electrical Equipment Procurement - Shivamogga Zone,Rural Development Department,Electrical Equipment,Shivamogga,2024-09-21,2024-10-17,1297646.14,1172948.67,V-1003,Vendor A4,9,1159060.09|1160696.84|1170735.85|1232457.73|1247584.64|1277552.51|1351689.26|1387881.35|1389808.92,404,e-Procurement,,,0.904,19.908,920436.02,Completed,,,
T-5138,Electrical Equipment Procurement - Dharwad Zone,Transport Department,Electrical Equipment,Dharwad,2024-07-06,2024-08-11,2813775.01,2649139.89,V-1055,Vendor C4,5,2606897.45|2634258.69|2642298.21|2928285.94|2999049.74,659,Open Tender,,,0.941,15.043,2569597.84,Payment Pending,,,
T-5139,Office Supplies Procurement - Bengaluru Zone,Water Resources Department,Office Supplies,Bengaluru,2026-07-01,2026-07-30,731043.66,692822.78,V-1020,Vendor A21,7,670782.69|674698.92|704159.01|709689.42|748558.22|754380.25|770071.67,189,Limited Tender,,,0.948,14.802,632344.5,Payment Pending,,,
T-5140,School Infrastructure Procurement - Udupi Zone,Health Department,School Infrastructure,Udupi,2024-02-22,2024-03-31,5125342.54,4652304.57,V-1062,Vendor C11,10,4633262.19|4672902.05|4788655.76|4921810.71|4922836.81|5249022.33|5250115.47|5354730.41|5414403.83|5450075.73,183,e-Procurement,,,0.908,17.629,4009529.64,Active,,,
T-5141,Water Infrastructure Procurement - Bengaluru Zone,Municipal Administration,Water Infrastructure,Bengaluru,2024-12-08,2025-01-03,3524970.03,3296199.11,V-1005,Vendor A6,13,3173807.15|3275982.98|3292599.28|3322882.03|3324942.19|3355936.38|3367980.6|3407812.31|3624306.55|3658166.29|3696080.47|3730738.15|3743478.09,727,Open Tender,,,0.935,17.949,1820363.79,Completed,,,
T-5142,Road Infrastructure Procurement - Tumakuru Zone,Water Resources Department,Road Infrastructure,Tumakuru,2025-09-23,2025-10-14,5033528.74,4677417.65,V-1084,Vendor D7,8,4535576.76|4729556.16|5100359.31|5136756.85|5147332.85|5195646.41|5386653.64|5402030.86,322,Open Tender,,,0.929,19.104,3473078.75,Completed,,,
T-5143,Water Infrastructure Procurement - Shivamogga Zone,Water Resources Department,Water Infrastructure,Shivamogga,2025-06-23,2025-07-13,5763765.85,5267420.15,V-1111,Vendor E8,9,5132466.37|5312904.17|5316490.77|5497142.31|5498417.36|5552240.76|5956929.97|6019884.42|6052355.31,129,e-Procurement,,,0.914,17.923,3365190.53,Completed,,,
T-5144,Vehicle Maintenance Procurement - Mysuru Zone,Water Resources Department,Vehicle Maintenance,Mysuru,2026-06-23,2026-07-03,1476016.34,1338915.45,V-1017,Vendor A18,4,1314303.58|1500280.24|1516487.69|1586597.07,385,Open Tender,,,0.907,20.718,1285170.13,Completed,,,
T-5145,IT Equipment Procurement - Tumakuru Zone,Education Department,IT Equipment,Tumakuru,2024-02-18,2024-03-15,2556901.77,2378302.24,V-1043,Vendor B18,4,2301143.49|2373770.78|2601925.97|2715976.19,427,Open Tender,,,0.93,18.027,1494912.3,Completed,,,
T-5146,IT Equipment Procurement - Dharwad Zone,Public Works Department,IT Equipment,Dharwad,2024-01-17,2024-02-22,2172972.0,2127694.93,V-1028,Vendor B3,8,2047749.65|2113908.52|2137783.89|2138767.71|2206671.44|2248122.71|2248587.68|2330946.74,531,Open Tender,,,0.979,13.83,1444124.05,Completed,,,
